0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1.2113,1.0765,104.15,0.7412,0.7043,1.2816,1.3368,6.5195,7.8148,18347.0,554.95,3177.29,236.57,124.38,1811.33,77.2,90.957,0.257,1.013,0.913,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.718,1873.9,45.57,2.45,13330.3,16860.0,3710.38,26637.5,21.43,6735.5,26405.0,3.54,6566.1,5573.5,22127.5,8206.5,102.82,12659.12,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.25,0.9,0.2,-24.75,25.4,-25.4,0.0,1607473729.7781646
1.2113,1.0765,104.14,0.7417,0.7046,1.2814,1.3374,6.5195,7.8141,18359.0,555.91,3177.29,236.57,124.38,1811.33,77.23,90.957,0.257,1.013,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.718,1873.85,45.56,2.45,13335.0,16860.0,3711.62,26650.0,21.42,6735.5,26405.0,3.542,6567.4,5573.5,22127.5,8206.5,102.82,12659.75,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.22,0.92,0.2,-24.75,25.4,-25.4,0.0,1607473975.4425175
1.2112,1.0764,104.14,0.7416,0.7045,1.2815,1.3372,6.5195,7.814,18344.0,554.93,3177.29,236.57,124.38,1811.33,77.21,90.957,0.257,1.013,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.695,1872.35,45.56,2.45,13332.5,16860.0,3710.88,26657.5,21.43,6734.5,26405.0,3.54,6566.5,5573.5,22127.5,8206.5,102.82,12659.38,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.25,0.86,0.19,-24.75,25.4,-25.4,0.0,1607474241.5474584
1.2111,1.0767,104.13,0.7415,0.7045,1.2816,1.337,6.5195,7.8139,18291.0,553.42,3177.29,236.57,124.38,1811.33,77.22,90.957,0.257,1.013,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.685,1871.85,45.56,2.45,13328.5,16860.0,3710.88,26655.0,21.42,6732.0,26405.0,3.539,6567.0,5573.5,22127.5,8206.5,102.82,12658.12,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.23,0.9,0.19,-24.75,25.4,-25.4,0.0,1607474490.4553163
1.2113,1.0766,104.14,0.7418,0.7046,1.2813,1.3372,6.5195,7.8139,18275.0,553.07,3177.29,236.57,124.38,1811.33,77.25,90.957,0.257,1.025,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.698,1872.55,45.52,2.45,13333.8,16860.0,3711.38,26660.0,21.42,6731.5,26405.0,3.54,6567.4,5573.5,22127.5,8206.5,102.82,12658.38,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.22,0.91,0.19,-24.75,25.4,-25.4,0.0,1607474742.5869982
1.2113,1.0764,104.12,0.7418,0.7046,1.2814,1.3374,6.5195,7.817,18295.0,553.23,3177.29,236.57,124.38,1811.33,77.25,90.957,0.257,1.027,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.698,1872.45,45.52,2.447,13332.3,16860.0,3711.12,26657.5,21.42,6731.5,26405.0,3.54,6566.4,5573.5,22127.5,8206.5,102.82,12658.38,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.22,0.91,0.19,-24.75,25.4,-25.4,0.0,1607474991.3950539
1.2113,1.0765,104.13,0.7419,0.7047,1.2814,1.3373,6.5195,7.816,18260.0,552.25,3177.29,236.57,124.38,1811.33,77.24,90.957,0.257,1.029,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.707,1872.85,45.53,2.449,13335.5,16860.0,3711.88,26680.0,21.38,6735.5,26405.0,3.542,6569.2,5573.5,22127.5,8206.5,102.82,12661.75,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.22,0.94,0.2,-24.75,25.4,-25.4,0.0,1607475244.060466
1.2113,1.0766,104.16,0.7419,0.7047,1.2813,1.3374,6.5195,7.8202,18247.0,552.14,3177.29,236.57,124.38,1811.33,77.26,90.957,0.257,1.029,0.917,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.698,1872.25,45.54,2.449,13341.8,16860.0,3712.88,26730.0,21.38,6737.5,26405.0,3.544,6570.1,5573.5,22127.5,8206.5,102.82,12663.5,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.23,0.94,0.2,-24.75,25.4,-25.4,0.0,1607475495.4295945
1.2113,1.0765,104.14,0.7414,0.7045,1.2815,1.3375,6.5178,7.8187,18258.2,552.04,3177.29,236.57,124.38,1811.33,77.21,90.903,0.257,1.032,0.923,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.665,1871.55,45.58,2.45,13335.5,16876.0,3708.88,26665.0,21.48,6734.5,26405.0,3.54,6569.2,5573.5,22127.5,8206.5,102.82,12651.75,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.25,0.85,0.2,-24.75,25.4,-25.4,0.0,1607476049.4849992
1.2111,1.0765,104.14,0.7413,0.7043,1.2812,1.337,6.5181,7.8193,18250.0,552.0,3177.29,236.57,124.38,1811.33,77.2,90.915,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.655,1871.5,45.71,2.453,13335.5,16888.5,3711.62,26690.0,21.43,6738.5,26405.0,3.544,6575.2,5573.5,22127.5,8206.5,102.82,12656.5,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.22,0.92,0.17,-24.75,25.4,-0.2,-25.2,1607476312.4006906
1.2112,1.0765,104.15,0.7414,0.7041,1.2813,1.3372,6.5161,7.8208,18196.0,550.18,3177.29,236.57,124.38,1811.33,77.21,90.912,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.67,1871.85,45.67,2.452,13335.5,16881.5,3708.12,26682.5,21.48,6734.5,26405.0,3.54,6568.6,5573.5,22127.5,8206.5,102.82,12649.75,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.2,0.88,0.17,-24.75,25.4,-0.2,-25.2,1607476566.4890137
1.2109,1.0767,104.16,0.741,0.704,1.2815,1.3369,6.5159,7.8187,18163.0,544.91,3177.29,236.57,124.38,1811.33,77.18,90.925,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.667,0.921,0.394,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.67,1871.6,45.66,2.453,13326.2,16880.0,3707.38,26682.5,21.5,6733.5,26440.5,3.538,6565.5,5573.5,22127.5,8206.5,102.82,12646.88,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.19,0.9,0.17,-24.75,25.4,-0.2,-25.2,1607476819.2006478
1.211,1.0767,104.17,0.7411,0.7038,1.2811,1.3369,6.5152,7.8214,18214.0,547.82,3177.29,236.57,124.38,1811.33,77.2,90.918,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.682,0.933,0.4,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.63,1870.8,45.62,2.453,13315.8,16887.0,3706.88,26665.0,21.52,6732.0,26456.0,3.537,6563.2,5573.5,22127.5,8206.5,102.82,12644.5,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.18,0.87,0.17,-24.75,25.4,-0.2,-25.2,1607477060.928544
1.2113,1.0766,104.17,0.7412,0.7038,1.2815,1.3368,6.5144,7.8182,18262.4,548.39,3177.29,236.57,124.38,1811.33,77.21,90.915,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.682,0.933,0.4,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.652,1871.75,45.62,2.454,13316.5,16910.0,3706.62,26667.5,21.52,6731.5,26470.5,3.537,6563.2,5573.5,22127.5,8206.5,102.82,12644.62,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.18,0.87,0.17,-24.75,25.4,-0.2,-25.2,1607477307.3497553
1.2112,1.0768,104.16,0.7412,0.7039,1.2814,1.3368,6.5141,7.8186,18280.9,549.25,3177.29,236.57,124.38,1811.33,77.21,90.912,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.682,0.933,0.4,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.648,1871.65,45.61,2.454,13318.5,16934.0,3706.88,26672.5,21.52,6731.5,26461.5,3.538,6562.5,5573.5,22127.5,8206.5,102.82,12641.75,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.87,0.17,-24.75,25.4,-0.2,-25.2,1607477558.9939866
1.2112,1.0765,104.16,0.7414,0.7042,1.2814,1.337,6.5153,7.8183,18248.0,548.05,3177.29,236.57,124.38,1811.33,77.23,90.912,0.257,1.023,0.923,0.552,0.028,0.013,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.63,1871.35,45.47,2.454,13320.0,16951.5,3706.88,26672.5,21.52,6732.5,26484.5,3.538,6563.2,5573.5,22127.5,8206.5,102.82,12642.38,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.87,0.17,0.42,0.23,-0.2,0.07,1607477799.6827188
1.2112,1.0768,104.15,0.7415,0.7043,1.2811,1.3369,6.517,7.8195,18266.0,549.27,3177.29,236.57,124.38,1811.33,77.23,90.912,0.257,1.025,0.923,0.552,0.028,0.013,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.637,1870.95,45.48,2.454,13320.2,16916.0,3707.38,26672.5,21.52,6733.5,26517.5,3.538,6563.3,5573.5,22127.5,8206.5,102.82,12643.25,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.17,0.87,0.17,0.42,0.23,-0.2,0.07,1607478054.9588
1.2111,1.0767,104.15,0.7416,0.7045,1.2814,1.3369,6.5181,7.8185,18312.0,550.56,3177.29,236.57,124.38,1811.33,77.24,90.91,0.257,1.025,0.923,0.552,0.028,0.013,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.652,1871.65,45.49,2.454,13324.0,16927.0,3707.38,26685.0,21.52,6734.5,26524.5,3.539,6563.8,5573.5,22127.5,8206.5,102.82,12639.62,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.93,0.15,0.42,0.23,-0.2,0.07,1607478295.7769375
1.2111,1.0766,104.15,0.7417,0.7045,1.2815,1.337,6.5173,7.8186,18330.0,550.81,3177.29,236.57,124.38,1811.33,77.25,90.9,0.257,1.025,0.923,0.552,0.028,0.015,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.672,1872.4,45.45,2.454,13323.3,16927.0,3707.12,26672.5,21.52,6733.5,26549.5,3.54,6564.0,5573.5,22127.5,8206.5,102.82,12639.88,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.93,0.15,0.4,0.25,-0.2,0.07,1607478539.7781901
1.2113,1.0767,104.15,0.7418,0.7044,1.2814,1.3369,6.5177,7.8198,18305.9,549.54,3177.29,236.57,124.38,1811.33,77.26,90.9,0.257,1.025,0.923,0.552,0.028,0.015,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.648,1872.1,45.5,2.454,13324.0,16936.0,3706.88,26675.0,21.52,6731.5,26566.5,3.539,6563.3,5573.5,22127.5,8206.5,102.82,12640.25,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.93,0.15,0.42,0.23,-0.2,0.07,1607478784.2081535
1.2112,1.0766,104.15,0.7417,0.7044,1.2815,1.337,6.5169,7.8196,18266.0,548.01,3177.29,236.57,124.38,1811.33,77.25,90.903,0.257,1.026,0.923,0.552,0.028,0.015,0.74,1.68,0.931,0.399,0.151,0.094,0.084,-0.189,-0.606,-0.793,-0.771,-0.752,-0.771,24.648,1871.95,45.44,2.454,13321.3,16911.5,3705.62,26655.0,21.52,6727.5,26559.0,3.538,6560.2,5573.5,22127.5,8206.5,102.82,12636.0,86.75,136.955,44.75,34.37,175.455,112.47,7.63,28.775,7.985,60.9,5.35,2.16,0.93,0.15,0.42,0.23,-0.2,0.07,1607479032.1201818
